Locus	group	chr	start	stop	Trait	Status	Syngroup	chr	start	end	Trait	homotype	 syn_reg_ids
c6.loc93	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc94	54	6	25.10000038	92	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33281,33282,33283,33284,33285,33286,33287,33288,33289,33290,33291,33292,33293,33294,33295,33296,33297,33298,33299,33300,33301,36325,36326,36398,36399,36400,36528,36547,36548,36583,36588
c6.loc98	55	6	97	143	ENSRNOG00000014124	synhomsame	37	12	38	40	ENSMUSG00000055994	ortholog_one2one	33301,33302,33303,36329
c8.loc123	67	8	88	152	ENSRNOG00000000399	synhomsame	182	9	51.41851807	65	ENSMUSG00000022905	ortholog_one2one	33493,33494,33497,33499,36444,36445,36446,36448,36459
D10Rat29	7	10	33.79999924	65	ENSRNOG00000007468	synhomsame	26	11	44	60	ENSMUSG00000055170	ortholog_one2one	33275,33276,33277,36248,36358,36359,36360,36361,36362,36363,36364,36365,36497,36501,36502,36504
D14Rat110	19	14	39.20000076	91	ENSRNOG00000012458	synhomsame	130	5	16	18.06703949	ENSMUSG00000025479	ortholog_one2one	33274,33318,33319,33320,33321,33322,33323,33324,33325,33326,33327,33328,33329,33330,33331,33336,33337,33428,33429,33431,36402,36435,36468,36469,36471,36472,36474,36535
D14Rat110	19	14	39.20000076	91	ENSRNOG00000017226	synhomsame	129	5	3	14	ENSMUSG00000018566	ortholog_one2one	33274,33318,33319,33320,33321,33322,33323,33324,33325,33326,33327,33328,33329,33330,33331,33336,33337,33428,33429,33431,36402,36435,36468,36469,36471,36472,36474,36535
D14Rat110	19	14	39.20000076	91	ENSRNOG00000020993	synhomsame	50	14	3	39	ENSMUSG00000024680	ortholog_one2one	33274,33318,33319,33320,33321,33322,33323,33324,33325,33326,33327,33328,33329,33330,33331,33336,33337,33428,33429,33431,36402,36435,36468,36469,36471,36472,36474,36535
D16Rat89	24	16	-1	85	ENSRNOG00000012295	synhomsame	172	8	23	33	ENSMUSG00000042632	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
D16Rat89	24	16	-1	85	ENSRNOG00000020993	synhomsame	50	14	3	39	ENSMUSG00000024680	ortholog_one2one	33335,33480,33481,33483,33528,36261,36267,36268,36315,36319,36322,36391,36441,36449,36485,36486,36556,36557,36558,36560,36561,36563,36564,36565
D1Rat36	0	1	-0.59999999	208	ENSRNOG00000003476	synhomsame	152	7	77	83	ENSMUSG00000020838	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
D1Rat56	0	1	-0.59999999	208	ENSRNOG00000016038	synhomsame	162	7	173	177	ENSMUSG00000054612	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
D1Rat56	0	1	-0.59999999	208	ENSRNOG00000021011	synhomsame	164	7	187	192	ENSMUSG00000055978	ortholog_one2one	33255,33256,33257,33258,33314,33357,33358,33359,33360,33361,33362,33363,33364,33365,33366,33384,33385,33450,33451,33452,33453,33454,33455,33456,33457,33458,33459,33460,33461,33462,33463,33464,33465,33466,33467,33468,33469,33470,33471,33472,33473,33474,33475,33476,33477,33478,36259,36262,36269,36270,36271,36272,36273,36274,36275,36276,36280,36283,36284,36330,36331,36332,36333,36334,36340,36341,36342,36345,36346,36347,36348,36349,36350,36352,36392,36393,36394,36395,36396,36397,36413,36487,36493,36518,36519,36520,36521,36522,36523,36524,36525,36579,36587,36589
D2Rat177	36	2	53.79999924	61.59999847	ENSRNOG00000015654	synhomsame	57	15	11	16	ENSMUSG00000055737	ortholog_one2one	33312,33345,33346,33347,33394,33395,33396,36489,36569,36572,36573
